,Field1,Chronicle_Name,Alternative_Names,Category,Comments,Recogito_Names,URI,ID,Lat,Lon,Total_Instances,Year,Value,Province.Theme,Start,End
88288,88288,"Septem/Septai/Septon, fort",NA,NA,NA,Calpe M.,http://pleiades.stoa.org/places/275703,275703,35.9000363,-5.4164103,2,6026,1,NA,NA,NA
88296,88296,Sidon,NA,NA,NA,Sidon,http://sws.geonames.org/268064,268064,33.55993,35.37564,5,6026,1,NA,NA,NA
88303,88303,Sitifis/Itiphis,NA,NA,NA,Sitifis,http://pleiades.stoa.org/places/305153,305153,36.195749,5.412646,1,6026,1,NA,NA,NA
88311,88311,Syllektos,NA,NA,NA,Salakta,http://sws.geonames.org/2467341,2467341,35.39444,11.04361,4,6026,4,NA,NA,NA
88314,88314,Syracuse,NA,NA,NA,Syracusae/Syrakousai,http://pleiades.stoa.org/places/462503,462503,37.05963,15.29382,7,6026,4,NA,NA,NA
88335,88335,Trikamaron (Africa),NA,NA,"JT: Or Tricamarum, see p. 309 note 50. ""150 stated from Carthage according to Prokopios; it has not been identified."" Wikipedia on the battle there. However, no article I found speculated as to the location beyond noting its distance from Carthage.",NA,UNKNOWN,NA,NA,NA,1,6026,1,NA,NA,NA
88336,88336,Tripolis (Africa),NA,NA,NA,Tripoli,http://sws.geonames.org/2210247,2210247,32.87519,13.18746,9,6026,7,NA,NA,NA
88343,88343,"Vandal Fort, Sicily",NA,NA,"JT: For now not identifiable. But see Mango p. 295 AM 6026 = follow up by looking in Prokopios BV II.5.1-25. Context is Belisarius sends """"Libyans"""" to take Vandal fort in Sicily in 533/4. Goths were guarding it and reported to Amalasuntha who writes Belisarius asking him not to take it unless Justinian really wants to. Then: """"On this the Vandalic war ended.""""",NA,UNKNOWN,NA,NA,NA,1,6026,1,NA,NA,NA
88346,88346,Veronica,NA,NA,NA,Verona,http://pleiades.stoa.org/places/383816,383816,45.447243,10.997007,1,6026,1,NA,NA,NA
88351,88351,"Zerboule, fort",NA,NA,The fort Zerboule ((AM 6026) is on Mount Aurasion acc. Mango/Scott,Aurasius M.,http://pleiades.stoa.org/places/334497,334497,35.318056,6.636944,3,6026,3,NA,NA,NA
88457,88457,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,6027,1,NA,NA,NA
88517,88517,Jerusalem,NA,NA,NA,Ierusalem/Hierosolyma/Col. Aelia Capitolina,http://pleiades.stoa.org/places/687928,687928,31.776667,35.234167,208,6027,1,NA,NA,NA
88962,88962,Pompeiopolis,NA,NA,NA,Pompeiopolis/Sebaste,http://pleiades.stoa.org/places/845041,845041,41.510056,34.210095,1,6028,1,NA,NA,NA
88974,88974,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,6028,1,NA,NA,NA
89068,89068,Alexandria,NA,NA,NA,Alexandria,http://pleiades.stoa.org/places/727070,727070,31.195371,29.904133,276,6029,1,NA,NA,NA
89088,89088,Antioch (Syria),NA,NA,NA,Antiochia/Theoupolis,http://pleiades.stoa.org/places/658381,658381,36.200663,36.165318,280,6029,1,NA,NA,NA
89161,89161,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,6029,6,NA,NA,NA
89204,89204,Halikarnassos,NA,NA,NA,Halicarnassus/Halikarnassos,http://pleiades.stoa.org/places/599636,599636,37.037864,27.424112,4,6029,1,NA,NA,NA
89221,89221,Jerusalem,NA,NA,NA,Ierusalem/Hierosolyma/Col. Aelia Capitolina,http://pleiades.stoa.org/places/687928,687928,31.776667,35.234167,208,6029,1,NA,NA,NA
89326,89326,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,6029,4,NA,NA,NA
89420,89420,Alexandria,NA,NA,NA,Alexandria,http://pleiades.stoa.org/places/727070,727070,31.195371,29.904133,276,6030,1,NA,NA,NA
89513,89513,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,6030,1,NA,NA,NA
89678,89678,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,6030,1,NA,NA,NA
89772,89772,Alexandria,NA,NA,NA,Alexandria,http://pleiades.stoa.org/places/727070,727070,31.195371,29.904133,276,6031,1,NA,NA,NA
89792,89792,Antioch (Syria),NA,NA,NA,Antiochia/Theoupolis,http://pleiades.stoa.org/places/658381,658381,36.200663,36.165318,280,6031,1,NA,NA,NA
89795,89795,Apameia,NA,NA,NA,[Khuvar]/Choara/Apameia (Rhagiane)?,http://pleiades.stoa.org/places/942286,942286,35.286884,52.497326,9,6031,1,NA,NA,NA
89865,89865,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,6031,1,NA,NA,NA
90030,90030,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,6031,1,NA,NA,NA
90124,90124,Alexandria,NA,NA,NA,Alexandria,http://pleiades.stoa.org/places/727070,727070,31.195371,29.904133,276,6032,1,NA,NA,NA
90144,90144,Antioch (Syria),NA,NA,NA,Antiochia/Theoupolis,http://pleiades.stoa.org/places/658381,658381,36.200663,36.165318,280,6032,1,NA,NA,NA
90217,90217,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,6032,3,NA,NA,NA
90277,90277,Jerusalem,NA,NA,NA,Ierusalem/Hierosolyma/Col. Aelia Capitolina,http://pleiades.stoa.org/places/687928,687928,31.776667,35.234167,208,6032,1,NA,NA,NA
90382,90382,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,6032,2,NA,NA,NA
90413,90413,Sirmium/Sermium,NA,NA,NA,"Circus, Sremska Mitrovica",http://pleiades.stoa.org/places/207447,207447,44.96775,19.61028,3,6032,1,NA,NA,NA
90444,90444,Trapstila/Regas,NA,NA,NA,Regis Villa/Regae,http://pleiades.stoa.org/places/413284,413284,42.31008,11.60315,1,6032,1,NA,NA,NA
90476,90476,Alexandria,NA,NA,NA,Alexandria,http://pleiades.stoa.org/places/727070,727070,31.195371,29.904133,276,6033,5,NA,NA,NA
90496,90496,Antioch (Syria),NA,NA,NA,Antiochia/Theoupolis,http://pleiades.stoa.org/places/658381,658381,36.200663,36.165318,280,6033,1,NA,NA,NA
90596,90596,Edessa,NA,NA,NA,Edessa/Antiochia ad Callirhoem,https://pleiades.stoa.org/places/658457,658457,37.1625575,38.781432,30,6033,1,NA,NA,NA
90603,90603,Europos,NA,NA,NA,Europos,http://pleiades.stoa.org/places/491594,491594,40.9456444,22.116316,3,6033,3,NA,NA,NA
90612,90612,Halikarnassos,NA,NA,NA,Halicarnassus/Halikarnassos,http://pleiades.stoa.org/places/599636,599636,37.037864,27.424112,4,6033,1,NA,NA,NA
90622,90622,Hierapolis,NA,NA,NA,Hierapolis,http://pleiades.stoa.org/places/609403,609403,38.461767,30.197699,9,6033,3,NA,NA,NA
90629,90629,Jerusalem,NA,NA,NA,Ierusalem/Hierosolyma/Col. Aelia Capitolina,http://pleiades.stoa.org/places/687928,687928,31.776667,35.234167,208,6033,3,NA,NA,NA
90921,90921,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,6034,2,NA,NA,NA
91180,91180,Alexandria,NA,NA,NA,Alexandria,http://pleiades.stoa.org/places/727070,727070,31.195371,29.904133,276,6035,3,NA,NA,NA
91532,91532,Alexandria,NA,NA,NA,Alexandria,http://pleiades.stoa.org/places/727070,727070,31.195371,29.904133,276,6036,1,NA,NA,NA
91552,91552,Antioch (Syria),NA,NA,NA,Antiochia/Theoupolis,http://pleiades.stoa.org/places/658381,658381,36.200663,36.165318,280,6036,1,NA,NA,NA
91625,91625,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,6036,1,NA,NA,NA
91685,91685,Jerusalem,NA,NA,NA,Ierusalem/Hierosolyma/Col. Aelia Capitolina,http://pleiades.stoa.org/places/687928,687928,31.776667,35.234167,208,6036,1,NA,NA,NA
91711,91711,Kyzikos,NA,NA,NA,Cyzicus,http://pleiades.stoa.org/places/511218,511218,40.389806,27.874127,25,6036,2,NA,NA,NA
91790,91790,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,6036,1,NA,NA,NA
91910,91910,Aphrodision,NA,NA,NA,Varna,https://www.geonames.org/726050/varna.html,726050,43.21667,27.91667,1,6037,1,NA,NA,NA
92109,92109,Odessos/Odyssopolis/Odyssos,NA,NA,"JT: p. 267 note 19 says this is ""modern Varna""; however, p. 326 says ""Aphrodision"" is ""modern Varna"" and p. 499 says Varna is ""near Odyssos""; nevertheless followed Pleiades in making Odessus same as Varna",Odessus,https://pleiades.stoa.org/places/216904,216904,43.2061605,27.9134725,6,6037,1,NA,NA,NA
92217,92217,Aphrodesion (Bulgaria),NA,NA,"JT: Note in AM 6037 Aphrodision (Odessus?) is identified by Mango/Scott with modern Varna. Not correct, it is near. Here it is identified with the modern village of Topola in Bulgaria.  I have only been able to locate using Google Maps.",NA,NA,NA,43.421187,28.265455,1,6037,1,NA,NA,NA
92256,92256,Antioch (Syria),NA,NA,NA,Antiochia/Theoupolis,http://pleiades.stoa.org/places/658381,658381,36.200663,36.165318,280,6038,1,NA,NA,NA
92389,92389,Jerusalem,NA,NA,NA,Ierusalem/Hierosolyma/Col. Aelia Capitolina,http://pleiades.stoa.org/places/687928,687928,31.776667,35.234167,208,6038,1,NA,NA,NA
92681,92681,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,6039,3,NA,NA,NA
92846,92846,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,6039,1,NA,NA,NA
93644,93644,Alexandria,NA,NA,NA,Alexandria,http://pleiades.stoa.org/places/727070,727070,31.195371,29.904133,276,6042,1,NA,NA,NA
93664,93664,Antioch (Syria),NA,NA,NA,Antiochia/Theoupolis,http://pleiades.stoa.org/places/658381,658381,36.200663,36.165318,280,6042,1,NA,NA,NA
93737,93737,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,6042,3,NA,NA,NA
93797,93797,Jerusalem,NA,NA,NA,Ierusalem/Hierosolyma/Col. Aelia Capitolina,http://pleiades.stoa.org/places/687928,687928,31.776667,35.234167,208,6042,1,NA,NA,NA
93902,93902,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,6042,1,NA,NA,NA
94053,94053,Berytos,NA,NA,NA,Berytus/Laodikeia en te Phoinike/Col. Iulia Augusta Felix,http://pleiades.stoa.org/places/678060,678060,33.897902,35.501176,2,6043,1,NA,NA,NA
94064,94064,Botrys,NA,NA,NA,Botrys,http://pleiades.stoa.org/places/668214,668214,34.25516,35.65831,1,6043,1,NA,NA,NA
94067,94067,Byblos,NA,NA,NA,Jbaïl,http://sws.geonames.org/273203,273203,34.12111,35.64806,1,6043,1,NA,NA,NA
94254,94254,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,6043,2,NA,NA,NA
94280,94280,Sidon,NA,NA,NA,Sidon,http://sws.geonames.org/268064,268064,33.55993,35.37564,5,6043,1,NA,NA,NA
94321,94321,Tripolis (Phoenicia),NA,NA,NA,Tripolis,http://pleiades.stoa.org/places/668394,668394,34.447,35.817833,4,6043,1,NA,NA,NA
94325,94325,Tyre,NA,NA,NA,Tyre,http://sws.geonames.org/267008,267008,33.27333,35.19389,11,6043,1,NA,NA,NA
94348,94348,Alexandria,NA,NA,NA,Alexandria,http://pleiades.stoa.org/places/727070,727070,31.195371,29.904133,276,6044,1,NA,NA,NA
94441,94441,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,6044,3,NA,NA,NA
94606,94606,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,6044,2,NA,NA,NA
94793,94793,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,6045,1,NA,NA,NA
94958,94958,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,6045,2,NA,NA,NA
95145,95145,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,6046,1,NA,NA,NA
95272,95272,Nicomedia,NA,NA,NA,Nicomedia,http://pleiades.stoa.org/places/511337,511337,40.76445,29.923486,30,6046,1,NA,NA,NA
95286,95286,Petra (Lazica),NA,NA,"Located via Wikipedia: https://en.wikipedia.org/wiki/Petra,_Lazica","Petra, Lazica","https://geohack.toolforge.org/geohack.php?pagename=Petra,_Lazica&params=41_46_06_N_41_45_12_E_type:landmark",NA,41.768333,41.753333,1,6046,1,NA,NA,NA
95287,95287,Petra/i (Asia),NA,NA,In Anatolian Lydia; place to where Flavia BP of Antioch is banished (p. 237); seems to be modern Sahankaya but I cannot locate this. See idenfitification by Clive Foss here. For now using Flaviopolis (Lydia) as place holder based on this. See: Pleiades unlocated here,*Lora/Flaviopolis,https://pleiades.stoa.org/places/550700,550700,38.846465,28.111299,3,6046,1,NA,NA,NA
95404,95404,Alexandria,NA,NA,NA,Alexandria,http://pleiades.stoa.org/places/727070,727070,31.195371,29.904133,276,6047,1,NA,NA,NA
95424,95424,Antioch (Syria),NA,NA,NA,Antiochia/Theoupolis,http://pleiades.stoa.org/places/658381,658381,36.200663,36.165318,280,6047,1,NA,NA,NA
95497,95497,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,6047,1,NA,NA,NA
95557,95557,Jerusalem,NA,NA,NA,Ierusalem/Hierosolyma/Col. Aelia Capitolina,http://pleiades.stoa.org/places/687928,687928,31.776667,35.234167,208,6047,1,NA,NA,NA
95662,95662,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,6047,1,NA,NA,NA
95831,95831,Caesarea (Palestine),NA,NA,NA,Qesarya,http://sws.geonames.org/7117228,7117228,32.51888,34.90459,11,6048,1,NA,NA,NA
95849,95849,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,6048,3,NA,NA,NA
96366,96366,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,6049,1,NA,NA,NA
96460,96460,Alexandria,NA,NA,NA,Alexandria,http://pleiades.stoa.org/places/727070,727070,31.195371,29.904133,276,6050,1,NA,NA,NA
96480,96480,Antioch (Syria),NA,NA,NA,Antiochia/Theoupolis,http://pleiades.stoa.org/places/658381,658381,36.200663,36.165318,280,6050,1,NA,NA,NA
96553,96553,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,6050,3,NA,NA,NA
96613,96613,Jerusalem,NA,NA,NA,Ierusalem/Hierosolyma/Col. Aelia Capitolina,http://pleiades.stoa.org/places/687928,687928,31.776667,35.234167,208,6050,1,NA,NA,NA
96717,96717,Rhegion (Thrace),NA,NA,NA,Rhegion,http://pleiades.stoa.org/places/511397,511397,41.0086579,28.775342,1,6050,1,NA,NA,NA
96718,96718,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,6050,1,NA,NA,NA
96812,96812,Alexandria,NA,NA,NA,Alexandria,http://pleiades.stoa.org/places/727070,727070,31.195371,29.904133,276,6051,1,NA,NA,NA
96832,96832,Antioch (Syria),NA,NA,NA,Antiochia/Theoupolis,http://pleiades.stoa.org/places/658381,658381,36.200663,36.165318,280,6051,1,NA,NA,NA
96896,96896,Chiton,NA,NA,NA,Chyton/Chytrion,http://pleiades.stoa.org/places/550502,550502,38.337891,26.741881,2,6051,2,NA,NA,NA
96905,96905,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,6051,2,NA,NA,NA
96922,96922,Dekaton (Thrace),NA,NA,NA,Dekaton,http://pleiades.stoa.org/places/521004,521004,40.974534,28.810737,1,6051,1,NA,NA,NA
96930,96930,Drypia,NA,NA,NA,Drymaia,http://pleiades.stoa.org/places/540743,540743,38.70507,22.54128,1,6051,1,NA,NA,NA
96965,96965,Jerusalem,NA,NA,NA,Ierusalem/Hierosolyma/Col. Aelia Capitolina,http://pleiades.stoa.org/places/687928,687928,31.776667,35.234167,208,6051,1,NA,NA,NA
97070,97070,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,6051,1,NA,NA,NA
97086,97086,Selymbria,NA,NA,NA,Sely(m)bria/Eudoxiopolis,http://pleiades.stoa.org/places/511414,511414,41.080158,28.26829,2,6051,1,NA,NA,NA
97184,97184,Antioch (Syria),NA,NA,NA,Antiochia/Theoupolis,http://pleiades.stoa.org/places/658381,658381,36.200663,36.165318,280,6052,1,NA,NA,NA
97528,97528,Anazarbos\Justinoupolis,NA,NA,NA,Anazarbos/Caesarea/Ioustin(ian)oupolis,http://pleiades.stoa.org/places/658378,658378,37.255638,35.898345,5,6053,1,NA,NA,NA
97536,97536,Antioch (Syria),NA,NA,NA,Antiochia/Theoupolis,http://pleiades.stoa.org/places/658381,658381,36.200663,36.165318,280,6053,1,NA,NA,NA
97609,97609,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,6053,5,NA,NA,NA
97868,97868,Alexandria,NA,NA,NA,Alexandria,http://pleiades.stoa.org/places/727070,727070,31.195371,29.904133,276,6054,1,NA,NA,NA
97879,97879,Anastasioupolis (Thrace),NA,NA,NA,Anastasioupolis,http://pleiades.stoa.org/places/501348,501348,41.116182,25.075784,1,6054,1,NA,NA,NA
97888,97888,Antioch (Syria),NA,NA,NA,Antiochia/Theoupolis,http://pleiades.stoa.org/places/658381,658381,36.200663,36.165318,280,6054,1,NA,NA,NA
97948,97948,Chalcedon,NA,NA,NA,Chalcedon,http://pleiades.stoa.org/places/520988,520988,40.983393,29.025789,74,6054,1,NA,NA,NA
97961,97961,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,6054,1,NA,NA,NA
98009,98009,Herakleia (Thrace),NA,NA,NA,Heraclea,http://pleiades.stoa.org/places/844944,844944,41.284722,31.414722,10,6054,1,NA,NA,NA
98021,98021,Jerusalem,NA,NA,NA,Ierusalem/Hierosolyma/Col. Aelia Capitolina,http://pleiades.stoa.org/places/687928,687928,31.776667,35.234167,208,6054,1,NA,NA,NA
98042,98042,Kotyaeion,modern Kutahya,NA,NA,Kotiaeion,http://pleiades.stoa.org/places/609444,609444,39.4166667,29.9833333,3,6054,1,NA,NA,NA
98047,98047,Kyzikos,NA,NA,NA,Cyzicus,http://pleiades.stoa.org/places/511218,511218,40.389806,27.874127,25,6054,1,NA,NA,NA
98126,98126,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,6054,1,NA,NA,NA
98313,98313,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,6055,4,NA,NA,NA
98373,98373,Jerusalem,NA,NA,NA,Ierusalem/Hierosolyma/Col. Aelia Capitolina,http://pleiades.stoa.org/places/687928,687928,31.776667,35.234167,208,6055,1,NA,NA,NA
98478,98478,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,6055,1,NA,NA,NA
98572,98572,Alexandria,NA,NA,NA,Alexandria,http://pleiades.stoa.org/places/727070,727070,31.195371,29.904133,276,6056,1,NA,NA,NA
98592,98592,Antioch (Syria),NA,NA,NA,Antiochia/Theoupolis,http://pleiades.stoa.org/places/658381,658381,36.200663,36.165318,280,6056,1,NA,NA,NA
98665,98665,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,6056,1,NA,NA,NA
98725,98725,Jerusalem,NA,NA,NA,Ierusalem/Hierosolyma/Col. Aelia Capitolina,http://pleiades.stoa.org/places/687928,687928,31.776667,35.234167,208,6056,1,NA,NA,NA
98830,98830,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,6056,1,NA,NA,NA
98924,98924,Alexandria,NA,NA,NA,Alexandria,http://pleiades.stoa.org/places/727070,727070,31.195371,29.904133,276,6057,1,NA,NA,NA
98944,98944,Antioch (Syria),NA,NA,NA,Antiochia/Theoupolis,http://pleiades.stoa.org/places/658381,658381,36.200663,36.165318,280,6057,2,NA,NA,NA
99017,99017,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,6057,1,NA,NA,NA
99210,99210,Sigris,NA,NA,on the island of lesbos,Sigron,http://pleiades.stoa.org/places/550880,550880,39.212816,25.856468,1,6057,1,NA,NA,NA
99276,99276,Alexandria,NA,NA,NA,Alexandria,http://pleiades.stoa.org/places/727070,727070,31.195371,29.904133,276,6058,2,NA,NA,NA
99296,99296,Antioch (Syria),NA,NA,NA,Antiochia/Theoupolis,http://pleiades.stoa.org/places/658381,658381,36.200663,36.165318,280,6058,1,NA,NA,NA
99369,99369,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,6058,1,NA,NA,NA
99429,99429,Jerusalem,NA,NA,NA,Ierusalem/Hierosolyma/Col. Aelia Capitolina,http://pleiades.stoa.org/places/687928,687928,31.776667,35.234167,208,6058,1,NA,NA,NA
99534,99534,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,6058,1,NA,NA,NA
99628,99628,Alexandria,NA,NA,NA,Alexandria,http://pleiades.stoa.org/places/727070,727070,31.195371,29.904133,276,6059,3,NA,NA,NA
99781,99781,Jerusalem,NA,NA,NA,Ierusalem/Hierosolyma/Col. Aelia Capitolina,http://pleiades.stoa.org/places/687928,687928,31.776667,35.234167,208,6059,1,NA,NA,NA
100133,100133,Jerusalem,NA,NA,NA,Ierusalem/Hierosolyma/Col. Aelia Capitolina,http://pleiades.stoa.org/places/687928,687928,31.776667,35.234167,208,6060,1,NA,NA,NA
100332,100332,Alexandria,NA,NA,NA,Alexandria,http://pleiades.stoa.org/places/727070,727070,31.195371,29.904133,276,6061,1,NA,NA,NA
100485,100485,Jerusalem,NA,NA,NA,Ierusalem/Hierosolyma/Col. Aelia Capitolina,http://pleiades.stoa.org/places/687928,687928,31.776667,35.234167,208,6061,1,NA,NA,NA
100684,100684,Alexandria,NA,NA,NA,Alexandria,http://pleiades.stoa.org/places/727070,727070,31.195371,29.904133,276,6062,1,NA,NA,NA
100704,100704,Antioch (Syria),NA,NA,NA,Antiochia/Theoupolis,http://pleiades.stoa.org/places/658381,658381,36.200663,36.165318,280,6062,1,NA,NA,NA
100777,100777,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,6062,1,NA,NA,NA
100942,100942,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,6062,1,NA,NA,NA
101036,101036,Alexandria,NA,NA,NA,Alexandria,http://pleiades.stoa.org/places/727070,727070,31.195371,29.904133,276,6063,1,NA,NA,NA
101056,101056,Antioch (Syria),NA,NA,NA,Antiochia/Theoupolis,http://pleiades.stoa.org/places/658381,658381,36.200663,36.165318,280,6063,1,NA,NA,NA
101388,101388,Alexandria,NA,NA,NA,Alexandria,http://pleiades.stoa.org/places/727070,727070,31.195371,29.904133,276,6064,2,NA,NA,NA
101740,101740,Alexandria,NA,NA,NA,Alexandria,http://pleiades.stoa.org/places/727070,727070,31.195371,29.904133,276,6065,1,NA,NA,NA
101760,101760,Antioch (Syria),NA,NA,NA,Antiochia/Theoupolis,http://pleiades.stoa.org/places/658381,658381,36.200663,36.165318,280,6065,1,NA,NA,NA
101833,101833,Constantinople,"in the year 5810, 5812, 5815, 5816, 5827, 5837, 5849, it's called Byzantium and in the year 5821, 5876 it's called New Rome",NA,NA,Constantinopolis,http://pleiades.stoa.org/places/520998,520998,41.012379,28.975926,543,6065,1,NA,NA,NA
101893,101893,Jerusalem,NA,NA,NA,Ierusalem/Hierosolyma/Col. Aelia Capitolina,http://pleiades.stoa.org/places/687928,687928,31.776667,35.234167,208,6065,1,NA,NA,NA
101998,101998,Rome,NA,NA,NA,Roma,http://pleiades.stoa.org/places/423025,423025,41.89262,12.4843457,288,6065,1,NA,NA,NA
102005,102005,Sargathon,NA,NA,NA,Sargathon,http://pleiades.stoa.org/places/874683,874683,37.122532,41.071784,1,6065,1,NA,NA,NA
